name,overall_rating,potential,national_team,national_rating
D. Buchanan,63,63,,
E. Mjelde,63,63,,
L. Rath,63,64,,
Y. Matsushita,63,68,,
S. Pino,63,67,,
L. García,63,72,,
Wanderson,63,63,,
J. Putze,63,68,,
D. Bojanić,63,69,,
F. Barrientos,63,76,,
S. Larsen,63,63,,
A. Dijksteel,63,74,,
P. Wilson,63,73,,
R. Uldrikis,63,80,,
F. Cernuto,63,66,,
K. Osyra,63,67,,
J. Teze,63,80,,
A. Gnahoua,63,64,,
T. Conechny,63,78,,
E. Baldini,63,74,,
P. Polczak,63,63,,
A. Sharahili,63,70,,
T. Schilk,63,65,,
K. Despodov,63,71,Bulgaria,67
A. Danch,63,63,,
J. Flores,63,71,,
J. Konings,63,73,,
N. Fujita,63,63,,
J. McNerney,63,64,,
Choi Jae Soo,63,63,,
O. Tounkara,63,63,,
J. Rodríguez,63,70,,
R. Taillan,63,65,,
A. Georgiou,63,75,,
J. Barny,63,63,,
A. Chambers,63,63,,
J. Piroe,63,78,,
R. Lemus,63,64,,
M. Pinnock,63,69,,
B. Sekulić,63,64,,
C. Andrew,63,63,,
A. McEneff,63,72,,
Tan Tiancheng,63,64,,
E. Marxen,63,63,,
P. Jones,63,63,,
A. Al Mazaidi,63,63,,
R. Nilsson,63,63,,
M. Bartley,63,63,,
M. Grösch,63,68,,
S. Laird,63,63,,
R. Tapia,63,72,,
Isi,63,69,,
S. Braun,63,63,,
B. Körk,63,63,,
L. O'Neill,63,64,,
A. Redmayne,63,63,,
O. Sissoko,63,63,,
A. Kubalas,63,66,,
Pedro Díaz,63,74,,
F. Krogstad,63,71,,
I. Pękalski,63,63,,
N. Rehnen,63,74,,
J. Yates,63,70,,
T. Bröker,63,63,,
P. Diouf,63,63,,
A. Gabrielli,63,66,,
I. Twum,63,76,,
J. Bataille,63,75,,
S. Perisan,63,72,,
J. Garner,63,83,,
L. Ndao,63,67,,
M. Königs,63,63,,
T. Kruse,63,63,,
C. McFadzean,63,66,,
Vallès,63,63,,
C. Lakin,63,79,,
S. Reddemann,63,70,,
A. Akkaynak,63,78,,
M. Timlin,63,63,,
J. Tjørnelund,63,64,,
S. Murray,63,67,,
A. Diop,63,64,,
Mario González,63,71,,
I. Quílez,63,63,,
Guerrero,63,76,,
H. Ekstein,63,63,,
B. Sørmo,63,71,,
B. Traoré,63,64,,
N. Danns,63,63,,
S. Coulibaly,63,74,,
T. Salquist,63,69,,
Thiago Xavier,63,63,,
S. Kind Mikalsen,63,66,,
M. Vandevoordt,63,83,,
P. Dárdai,63,77,,
Diogo Calila,63,75,,
A. Elogo,63,68,,
Y. Quiñones,63,63,,
D. Oldaker,63,72,,
S. Jackson,63,63,,
D. Slamar,63,70,,
G. Singh Sandhu,63,67,,
G. Nilsson,63,73,,
S. Kamata,63,63,,
M. Rasner,63,67,,
S. McCartan,63,68,,
L. Sörensen,63,82,,
D. Baumgartner,63,70,,
M. Al Najrani,63,64,,
S. Callegari,63,72,,
D. Grainger,63,63,,
N. Adams,63,63,,
L. Lämmel,63,72,,
Kim Hyun,63,68,,
F. Schubert,63,69,,
A. Marino,63,63,,
L. Sapetti,63,63,,
Y. Dhanda,63,80,,
Lee Woo Hyeok,63,65,,
Liu Yiming,63,70,,
J. Davenport,63,79,,
B. Saavedra,63,74,,
O. Bernal,63,70,,
M. Camara,63,78,,
I. Govea,63,72,,
H. Miyazawa,63,63,,
L. Fomba,63,77,,
K. Burger,63,69,,
M. Ihattaren,63,84,,
M. Kuzmanović,63,69,,
R. Moon,63,73,,
T. Blomeyer,63,71,,
M. Al Furayj,63,63,,
A. Ivačič,63,67,,
H. Sy,63,71,,
D. Fox,63,68,,
A. Al Habib,63,65,,
Uxío,63,63,,
F. Nadalín,63,74,,
Caio César,63,67,,
A. Sheehan,63,63,,
Quintillá,63,70,,
G. Williams,63,68,,
M. Tóth,63,63,,
A. Fisher,63,63,,
G. Karlen,63,69,,
G. Somi,63,64,,
Joan Monterde,63,73,,
A. Romero,63,69,Venezuela,73
Juan Delgado,63,67,,
K. Müller,63,66,,
Álex Menéndez,63,64,,
Clemente,63,78,,
Kim Seon Woo,63,66,,
M. Palacios,63,74,,
K. Toner,63,73,,
R. Espejord,63,72,,
M. Koj,63,67,,
L. Casanova,63,66,,
Yu Ji Hoon,63,63,,
João Rodrigues,63,68,,
C. Krempicki,63,69,,
G. Nutz,63,66,,
R. Peiponen,63,70,,
A. Jagiełło,63,68,,
M. Harrer,63,64,,
D. Watari,63,66,,
Carlos Miguel,63,75,,
W. Janssens,63,68,,
M. Akan,63,67,,
D. Widemann,63,70,,
C. Senior,63,73,,
D. MacKinnon,63,63,,
A. Al Owayshir,63,64,,
B. Alston,63,64,,
A. Soumaoro,63,70,,
O. Shodipo,63,74,,
K. Lulić,63,69,,
M. Mikkelsen,63,63,,
R. Mukiibi,63,64,,
A. Al Khaibari,63,63,,
M. Söderqvist,63,66,,
M. D'Arpino,63,73,,
N. Ependi,63,63,,
L. Carillo,63,70,,
A. Mandrea,63,70,,
N. Flø,63,71,,
M. Ziereis,63,66,,
L. John-Lewis,63,63,,
F. Weber,63,68,,
R. Chávez,63,63,,
H. Tijanovich,63,72,,
Luo Senwen,63,66,,
M. Moström,63,63,,
F. Crisanto,63,63,,
M. Nazarit,63,78,,
Miquel Parera,63,70,,
PC,63,70,,
N. Brandenburger,63,68,,
C. Howieson,63,67,,
T. Cywka,63,63,,
T. Thomas,63,71,,
J. Fabri,63,68,,
G. Sawyer,63,63,,
F. Evina,63,81,,
Jauregi,63,70,,
E. Cömert,63,76,,
A. Da Cruz,63,73,,
D. Zibung,63,63,,
Y. De Winter,63,63,,
Borja Llarena,63,78,,
R. Cardozo,63,64,,
Ricardo Almeida,63,70,,
P. Zebli,63,72,,
G. Cooper,63,72,,
M. Maletić,63,67,,
C. Diop,63,66,,
M. Schulze,63,63,,
S. Brisley,63,63,,
N. McGinley,63,70,,
M. Bringaker,63,71,,
E. Gliha,63,70,,
K. Krolicki,63,71,,
K. Kushibiki,63,66,,
N. Delfouneso,63,63,,
S. Foley,63,63,,
P. Hercher,63,68,,
S. Wright,63,77,,
J. Coleman,63,71,,
L. Ngwat Mahop,63,63,,
H. Al Amiri,63,67,,
P. Mako,63,68,,
K. Al Samiri,63,73,,
J. Arak,63,71,,
D. Bohl,63,68,,
Y. Armougom,63,77,,
S. Vega,63,74,,
J. Al-Hazaimeh,63,64,,
Tuta,63,77,,
Pepe Castaño,63,73,,
Guilherme Oliveira,63,68,,
W. Bianda,63,80,,
C. McAleny,63,66,,
L. Mena,63,70,,
J. Bonham,63,68,,
R. Lambe,63,63,,
G. Bolger,63,63,,
I. Huguenet,63,76,,
S. Yajima,63,67,,
G. Sandberg Magnusson,63,65,,
Pedro Mateus,63,70,,
Felipe Soldivia,63,63,,
Shin Chang Moo,63,65,,
Pistu,63,71,,
J. Angulo,63,71,,
J. Baird,63,72,,
W. de la Rosa,63,66,,
S. Amro,63,63,,
M. Rømer,63,64,,
R. Idda,63,63,,
M. Baku,63,76,,
E. Saavedra,63,72,,
C. Goode,63,69,,
M. Haakenstad,63,66,,
M. Byrne,63,63,,
I. Chenihi,63,63,,
J. Aylagas,63,71,,
L. Daschner,63,77,,
U. Yuvakuran,63,74,,
L. Pavez,63,63,,
T. Gomelt,63,69,,
T. Okubo,63,63,,
T. Mahrer,63,63,,
G. Buckley,63,66,,
J. Quiroga,63,63,,
D. Myrestam,63,63,,
J. van der Werff,63,80,,
G. Soto,63,68,,
F. Herzenbruch,63,65,,
I. Ayala,63,75,,
A. Askar,63,63,,
Lee Jae Myung,63,64,,
S. Pittman,63,66,,
André Luis Neitzke,63,63,,
J. Mulraney,63,70,,
R. Haynes,63,71,,
R. Finn,63,63,,
E. Abouchabaka,63,80,,
Y. Kobayashi,63,63,,
M. Tumminello,63,79,,
F. Brügmann,63,63,,
Y. Benrahou,63,77,,
I. Diallo,63,70,,
Zhao Hejing,63,63,,
S. Eismann,63,63,,
G. Warren,63,63,,
H. Kawabe,63,70,,
K. Ono,63,63,,
D. Telford,63,73,,
A. Eastham,63,66,,
P. Sabbag,63,75,,
I. Louati,63,67,,
W. Suwayyid,63,63,,
C. Melivilú,63,68,,
Miravent,63,69,,
Fornos,63,74,,
A. Al Shamekh,63,68,,
O. Mfulu,63,68,,
Wang Lin,63,63,,
Zhang Xiaofei,63,63,,
Oribe,63,70,,
J. Hofmann,63,72,,
J. Scherzer,63,67,,
A. Iniestra,63,73,,
K. Guthrie,63,64,,
F. Eguelfi,63,68,,
B. Blasi,63,70,,
D. Konstantopoulos,63,63,,
C. Bramall,63,70,,
Y. Diouf,63,80,,
Kim Jin Hyuk,63,70,,
A. Chapman,63,65,,
J. Sudić,63,65,,
J. Bourdouxhe,63,63,,
D. Jones,63,63,,
P. Grazziani,63,69,,
M. Novak,63,63,,
A. Herrera,63,73,,
A. Andersson,63,65,,
B. Baiye,63,81,,
H. Löfkvist,63,69,,
S. Puttkammer,63,63,,
R. Çağıran,63,69,,
D. Bock,63,68,,
F. Marković,63,63,,
L. Sætra,63,65,,
J. Strauß,63,71,,
M. Ridenton,63,68,Newcastle Jets,64
L. Osaki,63,64,,
M. Ambrose,63,67,,
C. Cásseres Jr,63,79,,
V. De Marco,63,65,,
M. Born,63,68,,
T. Salamon,63,63,,
J. Castillo,63,69,,
M. Bähre,63,72,,
E. Andoh,63,64,,
T. Konrad,63,64,,
P. Koch,63,63,,
O. Storflor,63,63,,
J. Gerlach,63,64,,
Maicon Sampinho,63,63,,
W. Nightingale,63,71,,
Adrià Pedrosa,63,73,,
C. Zamudio,63,70,,
A. Zamudio,63,75,,
C. Wighton,63,74,,
Jaime,63,70,,
Jeong Dong Ho,63,63,,
C. Kröpfl,63,63,,
V. Lia,63,63,,
N. Estévez,63,71,,
D. Cleary,63,72,,
E. Gertmonas,63,73,,
B. Gaul,63,63,,
N. Tyson,63,63,,
S. Ambrosius,63,79,,
S. Müller,63,71,,
S. Ring,63,71,,
J. Pigott,63,67,,
K. Mellor,63,63,,
M. Collao,63,77,,
G. Pinto,63,63,,
S. Furtado,63,68,,
M. Kristensen,63,74,,
M. Komenda,63,71,,
Gwon Wan Gyu,63,64,,
F. Ladapo,63,66,,
C. Özkan,63,76,,
I. Diallo,63,80,,
D. Zamora,63,76,,
Jin Taiyan,63,63,,
M. Maroši,63,67,,
Kim Da Sol,63,64,,
F. Kanoute,63,77,,
R. Schmid,63,80,,
B. Vazquez,63,75,,
S. Nelson,63,70,,
J. Muñoz,63,64,,
E. Pezzi,63,63,,
S. Gölles,63,64,,
Jeon Se Jin,63,75,,
H. Jafry,63,64,,
Yoo Hyun,63,63,,
H. Ben Moussa,63,65,,
O. Ndiaye,63,77,,
Guerrero,63,71,,
F. Plach,63,67,,
L. Soares,63,66,,
Gao Di,63,63,,
Roger Figueras,63,73,,
Y. Nogami,63,66,,
J. Gorenc Stanković,63,74,,
A. Gryszkiewicz,63,74,,
E. Calvillo,63,72,,
B. Al Mutairi,63,63,,
M. Andersen,63,63,,
J. McGrath,63,72,,
S. Demetriou,63,63,,
N. Rieble,63,69,,
L. Travis,63,76,,
D. Schmidt,63,68,,
Ruan Teles,63,71,,
M. Fritz,63,67,,
J. Hanson,63,63,,
E. List,63,75,,
C. Højer Nielsen,63,70,,
H. Ishige,63,68,,
R. González,63,73,,
K. Kinoshita,63,68,,
P. Engblom,63,64,,
A. Odabas,63,69,,
J. Lewis,63,78,,
W. Parra,63,73,,
J. Mareš,63,63,,
A. Georgen,63,80,,
O. Abdeldjelil,63,67,,
M. Kiprit,63,80,,
L. Tankulic,63,64,,
Arribas,63,75,,
L. Angol,63,68,,
M. Aceval,63,63,,
S. Suganuma,63,64,,
J. Yeboah,63,83,,
D. Smuga,63,72,,
V. Hammershøj-Mistrati,63,66,,
Sergio Buenacasa,63,69,,
M. Fitzgerald,63,63,,
Valdu Té,63,71,,
R. Serena,63,71,,
B. Niasse,63,70,,
E. Ersu,63,70,,
D. Léon,63,67,,
C. Maloney,63,67,,
S. Hoskins,63,64,,
D. Hancko,63,72,,
P. Mazzocchi,63,70,,
M. Tørnes,63,63,,
D. Hładun,63,68,,
A. Hughes,63,63,,
M. Nielsen,63,63,,
J. Lindberg,63,63,,
J. Medina,63,68,,
S. Gartenmann,63,73,,
J. Ramos,63,64,,
M. Büyüksakarya,63,68,,
M. Bloomfield,63,63,,
S. Bauer,63,66,,
R. Milsom,63,63,,
N. Alho,63,65,,
Kim Dae Won,63,75,,
D. Iversen,63,75,,
J. Bartosz,63,71,,
T. Chorý,63,69,,
Chi Wenyi,63,63,,
O. Batista Meier,63,83,,
G. Sağlam,63,76,,
E. Binaku,63,71,,
L. Hendrie,63,68,,
M. Peškovič,63,63,,
A. Riel,63,63,,
A. Fallatah,63,68,,
P. Slišković,63,63,,
W. Ditta,63,72,,
I. Sayan,63,66,,
J. Fujimoto,63,63,,
L. Legge,63,63,,
I. Sirelius,63,63,,
J. Flores,63,73,,
Elton Monteiro,63,69,,
Jeon Min Gwang,63,67,,
M. Mampala,63,79,,
B. Purrington,63,70,,
L. Olascoaga,63,63,,
S. Gassama,63,70,,
Kenny Rocha Santos,63,75,,
I. Vujica,63,69,,
I. Pomazun,63,71,,
H. Boateng,63,68,,
I. Gelios,63,67,,
L. Pintor,63,84,,
J. Jacobs,63,75,,
N. Pantaleone,63,66,,
A. Affane,63,67,,
M. Sagnan,63,79,,
Edu Cortina,63,74,,
Q. Bena,63,73,,
Rao Weihui,63,63,,
Borja,63,69,,
C. Dobnik,63,63,,
N. Nartey,63,81,,
M. Farfan,63,73,,
M. Chouiar,63,77,,
J. Escobar,63,63,,
K. Ntlhe,63,68,,
Josemi,63,73,,
M. Lüftner,63,67,,
J. Abu Hanna,63,74,,
T. Ünlü,63,63,,
M. Van Damme,63,68,,
J. Parker,63,63,,
E. Massouema,63,75,,
J. Monroy,63,72,,
Q. Braat,63,74,,
C. Stokes,63,63,,
L. Schnellbacher,63,68,,
Julen López,63,73,,
L. Campana,63,66,,
D. Parrett,63,64,,
M. Hvilsom,63,66,,
Kim Hyeon Wook,63,72,,
J. Mucha,63,63,,
P. Green,63,63,,
N. Gotfredsen,63,63,,
Carlos Doncel,63,71,,
P. Lima,63,64,,
M. Zimmer,63,66,,
J. Mosquera,63,69,,
U. Korun,63,63,,
R. Sánchez,63,70,,
B. Roche,63,63,,
Unai Vencedor,63,81,,
E. Sylvestre,63,77,,
T. Eriksson,63,63,,
C. Pain,63,66,,
J. Ruffels,63,68,,
Wu Yan,63,63,,
P. Mráz,63,63,,
M. Perdijić,63,63,,
S. Ito,63,63,,
J. Matuwila,63,66,,
N. Fofana,63,63,,
D. Djulbic,63,63,,
S. Kalajdzic,63,74,,
H. Silveira,63,68,,
M. Jones,63,63,,
C. Kouan,63,81,,
L. Marseiler,63,71,,
Yang Xiaotian,63,63,,
D. Henen,63,70,,
O. Turton,63,66,,
L. Schlüter,63,65,,
Víctor Fernández,63,80,,
A. Jones,63,74,,
Carlos Travisso,63,63,,
Neto,63,68,,
J. Day,63,66,,
S. Hatanaka,63,68,,
Carlos Gracia,63,69,,
G. Lillard,63,71,,
H. Mita,63,63,,
N. Canavan,63,66,,
Wang Yun,63,63,,
L. Broxham,63,63,,
G. Rea,63,70,,
M. Grgic,63,64,,
Na Sang Ho,63,69,,
J. Willock,63,81,,
J. Byrom,63,63,,
S. Tomita,63,63,,
A. Kanno,63,64,,
B. Badibanga,63,69,,
Sander Asevedo,63,63,,
H. Hallberg,63,73,,
D. Vržogić,63,63,,
B. Tabla,63,78,Canada,70
D. Gallagher,63,65,,
K. Nagato,63,69,,
C. Rentería,63,70,,
E. Hurtado,63,63,,
J. Hammar,63,68,,
M. Gomes,63,63,,
Kim Min Tae,63,67,,
J. Sellars,63,70,,
Y. Tokunaga,63,63,,
L. Alessandra,63,63,,
Pau Morer,63,72,,
L. Kruspzky,63,66,,
J. Kramer,63,69,,
Murilo Mendes,63,70,,
K. Froese,63,70,,
A. Torralvo,63,68,,
F. Piasecki,63,66,,
C. McGeehan,63,70,,
J. Taylor,63,63,,
D. Da Costa,63,63,,
João Tavares,63,74,,
Woo Chan Yang,63,74,,
A. Reca,63,69,,
V. Bezecourt,63,68,,
Nuno Macedo,63,72,,
R. Hack,63,78,,
A. Iacovitti,63,69,,
P. Malarczyk,63,64,,
S. Mensiro,63,63,,
L. Nilsen,63,68,,
M. Fujita,63,63,,
S. Kashket,63,71,,
N. Mousa,63,63,,
Álex Domínguez,63,77,,
N. Zanellato,63,74,,
Dani Cárdenas,63,73,,
G. Mutombo,63,71,,
B. Whitfield,63,69,,
A. Hoole,63,65,,
S. Beusnard,63,64,,
B. White,63,70,,
J. Buitrago,63,66,,
K. Seki,63,63,,
D. Melnjak,63,65,,
Rulo,64,71,,
L. Crosta,64,77,,
A. Langlitz,64,64,,
O. Khan,64,70,,
C. Missilou,64,67,,
C. Camps,64,70,,
O. Ayık,64,64,,
L. Cacace,64,77,,
V. Tranberg,64,73,,
S. Monaco,64,65,,
T. Craig,64,64,,
D. Parker,64,72,,
M. Diakota,64,64,,
J. Murillo,64,65,,
H. Bwana,64,77,,
P. Bajza,64,66,,
S. Odey,64,78,,
K. Tezuka,64,69,,
H. Lopes,64,66,,
K. Bielik,64,79,,
P. McGinn,64,64,,
B. Gartland,64,64,,
A. Özer,64,67,,
P. Cowan-Hall,64,64,,
A. Foosnæs,64,69,,
M. Osei Kwadwo,64,72,,
Kikas,64,74,,
F. Coniglio,64,65,,
J. Basulto,64,67,,
D. Oberhauser,64,66,,
B. Hansen,64,69,,
A. Jakubech,64,75,,
L. Zuta,64,66,,
S. Rafn,64,65,,
A. Crofts,64,64,,
M. Rasmussen,64,73,,
L. Zima,64,67,,
Kang Ji Hoon,64,74,,
K. Lankford,64,76,,
S. Cummings,64,64,,
Borja Fernández,64,73,,
Fan Xiaodong,64,64,,
S. Rhein,64,75,,
M. Savković,64,65,,
M. Sepúlveda,64,77,,
T. Abe,64,64,,
Diogo Silva,64,67,,
T. Oude Kotte,64,70,,
G. Ávalos,64,64,,
J. Horsfield,64,69,,
A. Kellett,64,65,,
F. Helstrup,64,69,,
S. Yesil,64,69,,
M. Howard,64,64,,
A. Castro-Montes,64,72,,
Ricardo Schutte,64,73,,
D. Guidi,64,72,,
J. Candía,64,74,,
F. Ayaz,64,70,,
C. Pérez,64,64,,
T. Eastman,64,66,,
A. MacDonald,64,64,,
N. Al Mousa,64,65,,
C. McCormack,64,64,,
Song Bum Keun,64,75,,
R. Becker,64,74,,
A. Legzdins,64,64,,
V. Sanogo,64,69,,
J. Forte,64,64,,
D. Londoño,64,71,,
S. Vecchia,64,69,,
O. Lancashire,64,64,,
J. Beyer,64,80,,
N. Rnić,64,64,,
C. Patterson-Sewell,64,64,,
D. Yearwood,64,80,,
M. Greve,64,69,,
J. Guillemenot,64,72,,
M. Sans,64,64,,
K. Behrens,64,64,,
J. Laurent,64,68,,
F. Downes,64,80,,
D. Crnigoj,64,73,FC Lugano,66
A. Razak,64,67,,
J. Riquett,64,66,,
J. Al Bishi,64,64,,
M. Boman,64,64,,
B. Reeves,64,64,,
A. Uribe,64,64,,
L. Riveros,64,73,,
S. Mai,64,69,,
S. Kobayashi,64,64,,
B. Kamau,64,69,,
T. Kortegaard,64,64,,
Cho Ji Hun,64,64,,
G. Ivanov,64,64,,
B. Pintol,64,64,,
J. O'Toole,64,64,,
S. Haudum,64,67,,
R. Williams,64,70,,
J. Carbonero,64,82,,
F. Portillo,64,64,,
J. Roberts,64,69,,
Moi Delgado,64,71,,
M. Duke,64,64,,
G. Klok,64,64,,
N. Pierini,64,82,,
F. Dimarco,64,75,,
B. Magaña,64,67,,
Hwang Soon Min,64,64,,
D. Eckert,64,75,,
C. Pym,64,69,,
O. Abildgaard,64,73,,
R. Kongolo,64,75,,
J. Bolton,64,69,,
R. Cota,64,70,,
I. Coulibaly,64,64,,
K. Morris,64,68,,
R. Müller,64,64,,
H. Cochrane,64,84,,
T. Handwerker,64,74,,
Adri Castellano,64,70,,
E. Valencia,64,74,,
L. Andrenacci,64,69,,
Ahn Yong Woo,64,64,,
R. König,64,64,,
D. Wayar,64,67,,
J. Thomasen,64,74,,
A. Al Fahad,64,67,,
Cho Dong Gun,64,64,,
Tong Le,64,66,,
N. Gouriye,64,64,,
D. Undav,64,71,,
M. Palionis,64,64,,
D. Avounou,64,77,,
M. Marcjanik,64,72,,
S. Karadeniz,64,74,,
S. Henriksen,64,64,,
T. Vion,64,66,,
H. Amin,64,65,,
S. Lorenz,64,72,,
J. Varela,64,74,,
B. Jacobsen,64,68,,
Kim Nam Chun,64,65,,
V. Davidsen,64,65,,
M. Hoedemakers,64,75,,
H. Onaga,64,69,,
Miguel,64,78,,
K. Baccus,64,72,,
Álex Craninx,64,72,,
M. Verreth,64,74,,
A. Muric,64,81,,
N. Castrillón,64,72,,
Kim Dong Woo,64,64,,
J. Nilsen,64,65,,
K. Debaty,64,65,,
A. Accardi,64,72,,
Jin YangYang,64,69,,
B. Karamoko,64,71,,
O. Kocuk,64,73,,
B. Ndoye,64,69,,
A. Cadavid,64,68,,
J. Davidson,64,65,,
L. Ferroni,64,72,,
C. Hamilton,64,72,,
R. Riski,64,64,,
A. Wiss,64,66,,
N. Atkinson,64,77,,
F. Grahl,64,65,,
A. Danladi,64,72,,
Diga,64,73,,
M. Ali,64,73,,
D. Luxbacher,64,66,,
L. Kinsella,64,71,,
P. Golubović,64,68,,
E. Mastrolía,64,68,,
M. Crooks,64,68,,
Borja Garcés,64,83,,
R. Takeuchi,64,64,,
A. Al Dohaim,64,69,,
R. González,64,68,,
M. Musaka,64,64,,
João Lopes,64,70,,
Z. Udovičić,64,64,,
C. Saldaña,64,77,,
D. van Crooij,64,66,,
Y. Kawai,64,64,,
A. Peralta,64,64,,
Han Yong Su,64,66,,
T. Bayliss,64,78,,
O. Çelik,64,65,,
M. Derrien,64,71,,
N. Ajose,64,64,,
João Mendes,64,70,,
M. Ortíz,64,70,,
G. Berterame,64,79,,
J. Bellegarde,64,77,,
K. Itakura,64,72,,
M. Yaghoubi,64,71,,
M. Pfitzner,64,64,,
M. Gustafsson,64,64,,
Kwak Kwang Sun,64,64,,
O. Kittner,64,64,,
T. Inukai,64,67,,
T. Figueroa,64,76,,
F. Román,64,73,,
M. Bundu,64,72,,
E. Israelsson,64,64,,
C. Ngonge,64,80,,
Sergio Moreno,64,77,,
R. Swete,64,66,,
A. Ingegneri,64,67,,
J. White,64,64,,
D. Collins,64,64,,
R. McDonald,64,67,,
A. Martin,64,64,,
Miguel Tavares,64,74,,
D. Mihailovic,64,77,,
Kim Won Sik,64,66,,
G. Wylde,64,64,,
José Mena,64,74,,
L. Del Pinto,64,64,,
M. Dabo,64,64,,
A. Rabillard,64,72,,
J. Jönsson,64,64,,
Vitinho,64,78,,
R. Aabid,64,64,,
R. Thellufsen,64,74,,
R. Moriwaki,64,64,,
S. Macías,64,75,,
A. Kanté,64,70,,
S. Brown,64,64,,
M. Schwabl,64,64,,
S. Wamangituka,64,81,,
J. Green,64,68,,
R. Harakawa,64,69,,
A. Taoui,64,75,,
J. Pérez,64,64,,
L. Santelices,64,64,,
V. Bondarenko,64,70,,
K. Roberts,64,74,,
A. Peña,64,75,,
R. Sandberg,64,67,,
J. Palacios,64,73,,
T. Sugeno,64,64,,
C. Abi,64,80,,
A. Henley,64,67,,
C. Winchester,64,67,,
Luan,64,70,,
Y. Ito,64,67,,
Kako Sanz,64,66,,
A. Jones,64,69,,
M. Benning,64,68,,
Jeka,64,73,,
S. Camara,64,66,,
J. Biada,64,65,,
N. Thomas,64,68,,
A. Poúngouras,64,72,,
K. Antonsen,64,69,,
D. Potter,64,64,,
J. Hoffman,64,64,,
M. Munetsi,64,71,,
Juan Ibiza,64,73,,
Echu,64,74,,
N. Thaller,64,80,,
D. Stanese,64,69,,
D. Kiki,64,68,,
B. Richards-Everton,64,67,,
M. Fontaine,64,64,,
D. Lajud,64,75,,
Stoichkov,64,67,,
S. Hernández,64,77,,
A. Rose,64,64,,
A. Ferdinand,64,64,,
T. Sandoval,64,80,,
Park Tae Hong,64,66,,
A. Blomqvist,64,69,,
K. Bennett,64,64,,
A. Ibayashi,64,65,,
A. Bongiovanni,64,77,,
A. Davies,64,64,,
M. Kvasina,64,69,,
J. Hayes,64,72,,
K. Sanson,64,71,,
H. Canbazoğlu,64,64,,
Pablo,64,75,,
A. Williams,64,64,,
A. Almendra,64,84,,
Dillson Teixeiro,64,64,,
M. Boben,64,70,,
J. Knight,64,77,,
Mi Haolun,64,66,,
M. Maouche,64,67,,
M. Al Fehaid,64,64,,
Yang Xu,64,64,,
H. Mahou,64,77,,
D. Stec,64,69,,
F. Jensen,64,67,,
M. Karlsen,64,64,,
E. Banda,64,73,,
C. Bell,64,64,,
Kim Jungya,64,64,,
S. Gregersen,64,71,,
J. Wright,64,70,,
J. Proctor,64,65,,
Roberto López,64,84,,
I. Savane,64,68,,
A. Al Khaibari,64,77,,
C. Johnson,64,70,,
K. Wojtkowski,64,75,,
M. Huber,64,65,,
L. Martin,64,64,,
D. Dziwniel,64,67,,
L. Norris,64,65,,
H. Lingani,64,64,,
G. Pinaud,64,64,,
H. Wright,64,77,,
Luis Muñoz,64,74,,
J. Galeano,64,64,,
L. Vaca,64,73,,
M. Mirahmetjan,64,64,,
J. Bartkowski,64,65,,
Du Wei,64,64,,
J. Reeves,64,67,,
P. Dimitriadis,64,64,,
D. Bertrand,64,67,,
G. Scamacca,64,74,,
M. Multhaup,64,72,,
Wang Tong,64,67,,
T. Lee,64,64,,
J. Sierra,64,74,,
A. Borgmann,64,67,,
K. Dennis,64,64,,
M. Wachs,64,72,,
G. Traoré,64,77,,
Jesús Jiménez,64,66,,
T. Müller,64,75,,
J. Gundersen,64,73,,
Xie Pengfei,64,66,,
Edu Frias,64,78,,
A. Madu,64,71,,
J. Todibo,64,80,,
G. Modica,64,66,,
T. Brown,64,64,,
Hong Jung Nam,64,64,,
M. Poaty,64,74,,
Dani Suárez,64,65,,
M. Qasem,64,70,,
Pascu,64,80,,
S. Floranus,64,73,,
F. Ünver,64,76,,
N. Giménez,64,73,,
A. Busin,64,72,,
D. Connolly,64,70,,
A. Melgalvis,64,64,,
M. Thurnwald,64,74,,
J. Ertlthaler,64,71,,
T. Holmes-Dennis,64,70,,
Alex Rodríguez,64,68,,
N. Belvito,64,64,,
M. Laurent,64,66,,
A. Adam,64,71,,
F. Tchenkoua,64,65,,
P. Bürger,64,64,,
Juli Morrinhos,64,64,,
C. Psyché,64,64,,
O. Kurt,64,69,,
M. Greve,64,64,,
Jaume,64,78,,
Robert,64,83,,
M. Cortés,64,64,,
J. Mostasilla,64,66,,
M. Musa,64,64,,
S. Schiek,64,64,,
S. Bösel,64,70,,
K. Mensah,64,64,,
B. Murphy,64,64,,
P. Perina,64,68,,
J. Bohui,64,78,,
T. Chahed,64,72,,
J. Lillis,64,64,,
D. Payne,64,70,,
R. Quiñonez,64,67,,
F. Buntić,64,72,,
E. Gómez,64,69,,
A. Jallow,64,77,,
S. Nkansah,64,73,,
C. Burgess,64,67,,
Iuliano Alfaro,64,64,,
R. Brown,64,68,,
F. Hurtado,64,64,,
O. Norburn,64,67,,
J. Schwadorf,64,65,,
Raúl Llorente,64,64,,
P. Karlsson Lagemyr,64,70,,
A. Empereur,64,67,,
F. Cristaldo,64,71,,
M. Wdowiak,64,72,,
K. Yeboah,64,67,,
T. Lindenhahn,64,64,,
G. Prósperi,64,64,,
Jesiel,64,72,,
J. Jønsson,64,69,,
K. Shirai,64,68,,
Ricardo Rodrigues,64,68,,
I. Smith,64,74,,
D. Gray,64,64,,
E. Ozuna,64,71,,
C. Nwakali,64,73,,
